ID,type,capacity,speed,consumption,maxBattery,depot
1,1,15,25.0,0.552,69.0,1
2,1,15,25.0,0.552,69.0,1
3,1,15,25.0,0.552,69.0,1
4,1,15,25.0,0.552,69.0,2
5,1,15,25.0,0.552,69.0,2
6,1,15,25.0,0.552,69.0,2
7,1,15,25.0,0.552,69.0,1
8,1,15,25.0,0.552,69.0,1
9,1,15,25.0,0.552,69.0,2
10,1,15,25.0,0.552,69.0,1
11,2,22,25.0,0.8280000000000001,103.5,1
12,2,22,25.0,0.8280000000000001,103.5,2
13,2,22,25.0,0.8280000000000001,103.5,2
14,2,22,25.0,0.8280000000000001,103.5,2
15,2,22,25.0,0.8280000000000001,103.5,2
16,2,22,25.0,0.8280000000000001,103.5,2
17,2,22,25.0,0.8280000000000001,103.5,1
18,2,22,25.0,0.8280000000000001,103.5,2
19,2,22,25.0,0.8280000000000001,103.5,2
20,2,22,25.0,0.8280000000000001,103.5,1
