x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,direct_ridetime
4.729873324410502,-2.820896740233148,0.02302342249915057,-4.489687229950684,93.70127275566787,108.70127275566787,11.985422593247216
-6.973528926643167,1.3207262668097624,6.673961908638832,4.41791605924811,101.41764070382001,116.41764070382001,33.586848058230544
3.5038259725038294,2.5812897599153235,-4.186259391601819,-5.138371980509893,90.75370584578106,105.75370584578106,26.151256185743442
6.789947503137988,-2.542860411279541,0.10768869120863034,5.449234760935191,18.982440701606603,33.982440701606606,25.002214463742014
2.750625018049682,6.141124230204678,1.916509167617086,4.112506055275869,70.55022557429697,85.55022557429697,5.264180456745728
5.5911859055556405,-6.507496953564776,-6.429160169330041,0.3459093330609253,42.327863215149655,57.327863215149655,33.20839486545507
-4.519063318385198,2.535064148212598,-0.24623447052319314,4.18802649887661,33.16980077139767,48.16980077139767,10.995392724228017
-4.36119433435118,-6.44742042659561,2.1495615447289147,4.442505264186854,33.48458053935622,48.48458053935622,30.450734643456176
-0.11955539869557086,-4.0837537878617525,1.1404050779415549,4.744839975768935,91.63220025710423,106.63220025710423,21.403313600852098
-2.991080557323528,1.530988235915995,6.596737325187712,-4.564842103320788,58.33050071124863,73.33050071124863,27.26778135111584
-4.271020766534387,3.715569033935642,1.1102269562737668,1.1921006231485443,46.2407657984497,61.2407657984497,14.264506527634856
5.347677784904603,-3.003376112014654,2.9093529257151527,-6.70902542948754,54.142459690458615,69.14245969045862,10.646175195921034
6.419158325631141,-4.528509945083794,-5.18449822610843,-0.24923890330681076,110.38191256488287,125.38191256488287,29.6821891826325
1.883117705239382,-6.42668508916594,1.2783831574941082,2.7838854189348545,97.12743342254063,112.12743342254063,22.1529637438807
6.087325363608908,-2.1578971037023207,3.3391013885798646,-3.7701424011166447,96.16668606247568,111.16668606247568,7.646955127102816
-6.104620580823616,-2.977135018535149,-5.169253492186407,5.6006984750274,35.22754365871716,50.22754365871716,20.708834849759786
6.471021175665731,-1.7062208967938624,-2.7019500450557263,-4.790622841694231,107.31922350491301,122.31922350491301,23.226363329492678
