x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,direct_ridetime
4.729873324410502,-2.820896740233148,0.02302342249915057,-4.489687229950684,3.386139084639355e233,3.386139084639355e233,11.985422593247216
-6.973528926643167,1.3207262668097624,6.673961908638832,4.41791605924811,3.6649901005570215e233,3.6649901005570215e233,33.586848058230544
3.5038259725038294,2.5812897599153235,-4.186259391601819,-5.138371980509893,3.279621091610774e233,3.279621091610774e233,26.151256185743442
6.789947503137988,-2.542860411279541,0.10768869120863034,5.449234760935191,6.859798430824513e232,6.859798430824513e232,25.002214463742014
2.750625018049682,6.141124230204678,1.916509167617086,4.112506055275869,2.549515809354891e233,2.549515809354891e233,5.264180456745728
5.5911859055556405,-6.507496953564776,-6.429160169330041,0.3459093330609253,1.5296273763092182e233,1.5296273763092182e233,33.20839486545507
-4.519063318385198,2.535064148212598,-0.24623447052319314,4.18802649887661,1.1986769818442655e233,1.1986769818442655e233,10.995392724228017
-4.36119433435118,-6.44742042659561,2.1495615447289147,4.442505264186854,1.2100523670870843e233,1.2100523670870843e233,30.450734643456176
-0.11955539869557086,-4.0837537878617525,1.1404050779415549,4.744839975768935,3.311367770970993e233,3.311367770970993e233,21.403313600852098
-2.991080557323528,1.530988235915995,6.596737325187712,-4.564842103320788,2.107924284016678e233,2.107924284016678e233,27.26778135111584
-4.271020766534387,3.715569033935642,1.1102269562737668,1.1921006231485443,1.6710302834634023e233,1.6710302834634023e233,14.264506527634856
5.347677784904603,-3.003376112014654,2.9093529257151527,-6.70902542948754,1.9565785341510537e233,1.9565785341510537e233,10.646175195921034
6.419158325631141,-4.528509945083794,-5.18449822610843,-0.24923890330681076,3.988937368522404e233,3.988937368522404e233,29.6821891826325
1.883117705239382,-6.42668508916594,1.2783831574941082,2.7838854189348545,3.5099523072687148e233,3.5099523072687148e233,22.1529637438807
6.087325363608908,-2.1578971037023207,3.3391013885798646,-3.7701424011166447,3.475233203774112e233,3.475233203774112e233,7.646955127102816
-6.104620580823616,-2.977135018535149,-5.169253492186407,5.6006984750274,1.273038870556921e233,1.273038870556921e233,20.708834849759786
6.471021175665731,-1.7062208967938624,-2.7019500450557263,-4.790622841694231,3.878259137319466e233,3.878259137319466e233,23.226363329492678
