x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,direct_ridetime,max_ridetime
5.7641237833008265,5.082703423569788,0.11661742997226376,-4.46235724071761,31.248991892556162,46.24899189255616,16.635974572160762,29.944754229889373
1.517881559052448,4.727272010913458,3.394035789069058,2.873500196484315,2.421188393496724,17.421188393496724,3.9562552278963947,7.1212594102135105
-0.20569606995420742,-4.0608718710352605,5.369818040102947,2.7767997876260413,29.097504519884396,44.097504519884396,13.23405646171987,23.821301631095768
-4.919098135191806,6.355236652210877,3.7715392453566547,-6.810052339186335,11.268212959500618,26.268212959500616,23.66256595746073,42.59261872342931
-3.583108553104939,6.181187282550852,-5.948954384796488,4.427479080159813,38.73817089654842,53.73817089654842,4.417422060042287,7.951359708076116
2.448643087863969,-6.362769270596985,-0.0608730782050646,-6.204782977297605,25.178070481823397,40.1780704818234,3.771726378917574,6.789107482051634
-0.1323561810235816,2.476389875278901,3.537045468687987,-1.3000178353290845,43.2440220735689,58.2440220735689,7.898288944018332,14.216920099232997
0.1324744899620356,3.1296973157984915,4.70100870112908,0.8108543411748439,17.399393430098026,32.39939343009803,7.684998995056639,13.832998191101952
4.770660596602262,3.6890040511721836,4.495472483001459,-3.081401860300137,16.54066056835277,31.54066056835277,10.163994322308758,18.295189780155766
-3.049695667717214,6.78984773790231,-0.30410163427072323,3.322125622751436,42.41011825237307,57.41011825237307,6.634577028334791,11.942238651002624
-6.1653520233197465,-0.6058115003142897,-6.325083450810222,3.8123387430415665,52.78700918344132,67.78700918344131,6.631555083766967,11.93679915078054
6.1936879176504505,-4.813336497073605,-2.320658564151918,-1.252786083975229,38.342422359727045,53.342422359727045,13.84327036241399,24.917886652345185
