ID,type,capacity,speed,consumption,maxBattery,depot
1,1,15,25.0,0.552,69.0,1
2,1,15,25.0,0.552,69.0,2
3,1,15,25.0,0.552,69.0,1
4,1,15,25.0,0.552,69.0,2
5,1,15,25.0,0.552,69.0,2
6,1,15,25.0,0.552,69.0,1
7,1,15,25.0,0.552,69.0,2
8,1,15,25.0,0.552,69.0,1
9,1,15,25.0,0.552,69.0,1
10,1,15,25.0,0.552,69.0,2
11,1,15,25.0,0.552,69.0,2
12,1,15,25.0,0.552,69.0,2
13,1,15,25.0,0.552,69.0,2
14,1,15,25.0,0.552,69.0,1
15,1,15,25.0,0.552,69.0,2
16,1,15,25.0,0.552,69.0,1
17,1,15,25.0,0.552,69.0,2
18,1,15,25.0,0.552,69.0,2
19,1,15,25.0,0.552,69.0,1
20,1,15,25.0,0.552,69.0,2
21,1,15,25.0,0.552,69.0,1
22,1,15,25.0,0.552,69.0,1
23,1,15,25.0,0.552,69.0,1
24,1,15,25.0,0.552,69.0,1
25,1,15,25.0,0.552,69.0,2
26,2,22,25.0,0.8280000000000001,103.5,2
27,2,22,25.0,0.8280000000000001,103.5,2
28,2,22,25.0,0.8280000000000001,103.5,1
29,2,22,25.0,0.8280000000000001,103.5,2
30,2,22,25.0,0.8280000000000001,103.5,2
31,2,22,25.0,0.8280000000000001,103.5,1
32,2,22,25.0,0.8280000000000001,103.5,2
33,2,22,25.0,0.8280000000000001,103.5,1
34,2,22,25.0,0.8280000000000001,103.5,2
35,2,22,25.0,0.8280000000000001,103.5,1
36,2,22,25.0,0.8280000000000001,103.5,2
37,2,22,25.0,0.8280000000000001,103.5,2
38,2,22,25.0,0.8280000000000001,103.5,2
39,2,22,25.0,0.8280000000000001,103.5,2
40,2,22,25.0,0.8280000000000001,103.5,1
41,2,22,25.0,0.8280000000000001,103.5,1
42,2,22,25.0,0.8280000000000001,103.5,2
43,2,22,25.0,0.8280000000000001,103.5,2
44,2,22,25.0,0.8280000000000001,103.5,1
45,2,22,25.0,0.8280000000000001,103.5,1
46,2,22,25.0,0.8280000000000001,103.5,2
47,2,22,25.0,0.8280000000000001,103.5,2
48,2,22,25.0,0.8280000000000001,103.5,1
49,2,22,25.0,0.8280000000000001,103.5,2
50,2,22,25.0,0.8280000000000001,103.5,1
