x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,direct_ridetime,max_ridetime
-3.6020880355097358,-1.0513661963061338,6.01703342151812,3.1479714430356296,15.12213946982241,30.122139469822407,15.74370833006169,28.33867499411104
3.1846138435226514,-0.299305148678795,5.713915405106569,2.6990046583718375,1.6269219794126533,16.626921979412653,5.883983616487677,10.591170509677818
5.669561208599866,-4.478534276244491,-0.40333591138090874,1.3366102270822164,23.76771718752691,38.76771718752691,12.612135675808188,22.701844216454738
3.2059908432599773,-6.276185243102082,-0.3960713568137333,1.811901287778083,36.41413275065466,51.41413275065466,13.280888170768597,23.905598707383476
-6.6056643828164265,-2.2722492735877573,-4.088157428729621,2.1485279059052864,36.67273212491562,51.67273212491562,7.631022362885216,13.73584025319339
-2.8775368847756795,-2.6821766386801444,4.481398853265109,-3.1836479221119407,37.22856825815536,52.22856825815536,11.06400331935152,19.915205974832737
-3.7643116113229222,-2.591705299429722,6.223536661699731,-6.415758495174461,18.56727199107217,33.567271991072175,16.042322647603623,28.876180765686517
-5.961414737811195,4.271696253672143,-0.9933564514279789,2.3398203736267114,10.162458504545313,25.162458504545313,7.995682084338087,14.392227751808557
-0.7615350065021236,4.626200527921668,6.501429440600996,5.160702816107843,28.733365626362094,43.733365626362094,10.923908495859456,19.663035292547022
-5.80845057484629,-3.4892240134846366,-2.784686893989825,-6.617826623776703,0.16795915674507111,15.167959156745072,6.526517253044244,11.74773105547964
6.7000059310200974,1.7747650603427871,-5.822772245286634,-5.7929749912245185,1.4430194326571766,16.443019432657177,21.947755948329437,39.50596070699299
-1.1698661374541697,-2.438768337694963,3.4683122309396097,-6.265261072298902,40.089999058352674,55.089999058352674,9.019322411150329,16.234780340070593
-3.246777129315214,-0.7138229483298852,6.484827455877788,-1.9278221564904534,4.6867560024873285,19.68675600248733,14.71055145906906,26.478992626324306
4.126327347166217,-5.531867650862386,-4.204756033327341,-3.371247760394007,7.178403495423455,22.178403495423453,12.910045095142118,23.238081171255814
6.827495471081967,2.657579124176131,2.4715071823297965,-5.50911642074962,30.399858530269206,45.399858530269206,13.883677024273014,24.990618643691427
5.737732054795973,-6.688626861860259,1.9237774859857666,3.7980751108229516,10.413556563438767,25.413556563438767,16.73808911921725,30.12856041459105
-4.088084403172312,3.5474819798377943,4.43412184165042,-5.241616643042219,32.09159445412257,47.09159445412257,18.3635936361736,33.05446854511248
1.6777920807938678,0.2266441317226393,-2.6037072666258005,3.7604671286916016,51.299647278891044,66.29964727889104,8.327248566044425,14.989047418879965
