x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,direct_ridetime,max_ridetime
-0.4490925227594671,-5.297724500456035,6.264914618404733,6.049070228427526,14.432593782006713,29.432593782006713,19.77655671874665,35.59780209374397
-2.738158099538216,-6.790784871671445,1.4222108382709173,-4.915983576949054,10.099959290594544,25.099959290594544,6.844924147505556,12.320863465510001
3.4901118632955974,-0.70668912244704,1.3430571802735063,-2.4124821900175846,25.788033844555148,40.788033844555144,4.113276194571956,7.40389715022952
4.511754656257599,1.7346066206028503,-5.653748135993016,5.60150564764122,29.993742642655402,44.993742642655405,16.314205435303066,29.365569783545517
-6.735141254752087,-0.28862625668084174,-0.7646568257511079,-1.557901093868871,1.9342725575551734,16.934272557555172,9.155868150581853,16.480562671047338
-0.7421654384402299,6.297534851968015,-0.7192288468529622,-3.2040664491083657,37.62357759047881,52.62357759047881,14.252443477757158,25.654398259962882
-2.6434114386677123,1.54904133837341,-1.3573803079669169,6.929370783098811,47.30574361425129,62.30574361425129,8.297836902262487,14.936106424072477
3.6370173656152556,-6.00209264454827,-6.073803064763095,6.506930038270891,21.216551895739684,36.216551895739684,23.753847778797024,42.75692600183464
0.9132144585933339,1.506937500687668,-0.6173905855515089,-6.172137209782293,11.441391057197775,26.441391057197777,11.745195420801528,21.14135175744275
-5.221841888746295,-0.26889045495143993,-0.6437548844863645,2.3585545369360386,46.11880376221909,61.11880376221909,7.917719530201141,14.251895154362053
