x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,direct_ridetime,max_ridetime
5.276647149270314,6.315886466182631,-6.926452531081919,-1.6029088341967288,20.219181653165716,35.21918165316572,21.82089965698772,39.277619382577896
3.0502417261172816,1.4708455248529901,-5.1584467226304,4.2178125828597395,16.27890200749942,31.27890200749942,12.984178320146032,23.371520976262858
2.4795195874377995,-1.3246218379687988,5.4068615672850235,-6.4547112640201485,38.284160890045804,53.284160890045804,8.859801595921006,15.947642872657811
-3.1812840741263155,-5.691133998355547,0.6657372854310877,-3.795143323582584,8.192215804353442,23.19221580435344,6.433295924669026,11.579932664404247
-5.360181236131626,1.7650170654644501,2.503533936703123,4.17127753763741,21.051599812967446,36.051599812967446,12.335446404718411,22.20380352849314
-4.008113466949586,6.684942367019467,4.439052048823829,2.8074263870260125,27.24191334041373,42.24191334041373,13.941911802491303,25.09544124448435
2.3073008001291164,-6.014360254325507,-0.6599007576084954,-1.9612159832555616,43.27499571709033,58.27499571709033,7.534758989130453,13.562566180434818
-4.334639150444477,-4.304756537078684,-6.349243008553305,0.3264550024912545,3.8592669759333855,18.859266975933387,7.575631017680551,13.636135831824992
1.3618560873627086,-5.9402312271173745,6.6877050407631415,3.305428405244868,29.783385224869427,44.78338522486943,16.004858652979124,28.808745575362423
2.526638811971802,-5.7382145269248435,-5.0015354358287,-0.607008537732507,33.628970627262525,48.628970627262525,13.665871191392535,24.59856814450656
