x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,direct_ridetime,max_ridetime
-0.4490925227594671,-5.297724500456035,6.264914618404733,6.049070228427526,18.5561920054372,33.5561920054372,50.19868275543184,81.01992813042915
-2.738158099538216,-6.790784871671445,1.4222108382709173,-4.915983576949054,12.98566194505013,27.98566194505013,23.937540581059018,44.41347989906346
3.4901118632955974,-0.70668912244704,1.3430571802735063,-2.4124821900175846,33.15604351442805,48.15604351442805,39.737285425743174,58.02790638140074
4.511754656257599,1.7346066206028503,-5.653748135993016,5.60150564764122,2.486921859713794,17.486921859713796,28.5896505561987,56.64101490444115
-6.735141254752087,-0.28862625668084174,-0.7646568257511079,-1.557901093868871,48.37317118775847,63.37317118775847,63.022560228689436,85.34725474915491
-0.7421654384402299,6.297534851968015,-0.7192288468529622,-3.2040664491083657,35.468570803498054,50.468570803498054,58.27248036790951,84.67443515011523
-2.6434114386677123,1.54904133837341,-1.3573803079669169,6.929370783098811,27.278423865951027,42.27842386595103,40.554962909571,62.19323243138099
3.6370173656152556,-6.00209264454827,-6.073803064763095,6.506930038270891,14.710359930682854,29.710359930682856,52.716516376758086,86.71959459979571
0.9132144585933339,1.506937500687668,-0.6173905855515089,-6.172137209782293,0.9954691298030582,15.995469129803059,19.7877818030855,44.18393813972672
-5.221841888746295,-0.26889045495143993,-0.6437548844863645,2.3585545369360386,12.508238396581405,27.508238396581405,25.176589644903228,46.51076526906414
